StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00137582,41.5116,-95.4413,390.1,IA,SHELBY,,15,-6,19501001-20191115, 91.6%,19850423-20191115, 91.2%,20020804-20191115, 94.2%
USC00137602,42.7042,-92.5906,284.4,IA,SHELL ROCK 1 SW,,15,-6,19480801-20200715, 92.8%,19840723-20200715, 92.9%,20020719-20200715, 97.0%
USC00137613,40.7719,-95.3568,304.5,IA,SHENANDOAH,,15,-6,20090601-20200803, 93.0%,20150101-20200803, 95.8%,20171017-20200803, 93.6%
USC00137664,43.4047,-95.7483,466.0,IA,SIBLEY,,15,-6,19910101-20200806, 68.7%,20051019-20200806, 47.6%,20130313-20200806, 95.1%
USC00137700,43.0558,-96.1525,414.5,IA,SIOUX CENTER 2 SE,,15,-6,19480801-20200803, 92.0%,19840802-20200803, 94.8%,20020803-20200803, 96.5%
USC00137774,41.9811,-95.7769,342.9,IA,SOLDIER,,15,-6,19480801-20200711, 91.0%,19840721-20200711, 84.6%,20020716-20200711, 91.9%
USC00137844,43.1652,-95.1466,404.2,IA,SPENCER 1 N,,15,-6,19480901-20200801, 48.8%,19840816-20200801, 59.3%,20020809-20200801, 77.0%
USC00138009,42.6853,-91.5330,365.8,IA,STRAWBERRY POINT,,15,-6,19480806-20200801, 93.7%,19840803-20200801, 89.8%,20020802-20200801, 93.4%
USC00138315,42.1865,-92.4722,285.0,IA,TRAER,,15,-6,19480801-20200701, 95.2%,19840716-20200701, 91.6%,20020709-20200701, 91.4%
USC00138646,41.0458,-95.0869,388.6,IA,STANTON 4N,,15,-6,19480801-20200802, 91.2%,19840801-20200802, 94.5%,20020802-20200802, 95.2%
USC00138688,41.2824,-91.7078,209.4,IA,WASHINGTON,,15,-6,19480801-20200801, 94.0%,19840801-20200801, 90.5%,20020801-20200801, 95.9%
USC00138806,42.4685,-93.7974,326.7,IA,WEBSTER CITY,,15,-6,19480801-20200701, 90.0%,19840716-20200701, 83.7%,20020709-20200701, 88.6%
USC00139164,41.7450,-95.7091,332.2,IA,WOODBINE,,15,-6,19480801-20120801, 92.9%,19800801-20120801, 94.3%,19960801-20120801, 91.9%
USC00139165,41.7590,-95.6440,368.8,IA,WOODBINE 4ENE,,15,-6,20120807-20200801, 93.0%,20160804-20200801, 93.9%,20180803-20200801, 92.9%
USC00140326,37.8894,-98.1785,483.1,KS,ARLINGTON,,15,-6,19781025-20200630, 80.2%,19990828-20200630, 82.0%,20100128-20200630, 67.9%
USC00140441,39.6980,-101.0039,903.4,KS,ATWOOD 8SSE,,15,-6,19640422-20190213, 76.8%,19910918-20190213, 71.9%,20050601-20190213, 73.5%
USC00140637,37.6557,-96.5352,484.6,KS,BEAUMONT,,15,-6,19480801-20200730, 90.8%,19840731-20200730, 93.0%,20020731-20200730, 94.9%
USC00140750,37.8923,-97.4827,420.6,KS,BENTLEY 2E,,15,-6,20120401-20200701, 98.4%,20160516-20200701, 97.7%,20180608-20200701, 96.0%
USC00140957,39.0636,-94.8960,259.1,KS,BONNER SPRINGS,,15,-6,19880301-20200701, 78.0%,20040501-20200701, 71.4%,20120531-20200701, 88.6%
USC00141233,37.0403,-97.6101,354.2,KS,CALDWELL,,15,-6,19480801-20200710, 93.4%,19840721-20200710, 94.4%,20020716-20200710, 91.9%
USC00141351,38.0212,-96.6036,463.3,KS,CASSODAY 2SE,,15,-6,19480801-20200701, 93.3%,19840716-20200701, 91.4%,20020709-20200701, 89.0%
USC00141404,38.1937,-95.0724,289.6,KS,CENTERVILLE 4SW,,15,-6,19941201-20200701, 78.3%,20070916-20200701, 71.5%,20140207-20200701, 95.9%
USC00141612,38.9407,-95.3396,298.7,KS,CLINTON LAKE,,15,-6,19770413-20200309, 89.7%,19980925-20200309, 89.2%,20090617-20200309, 93.9%
USC00141699,39.3925,-101.0689,966.2,KS,COLBY 1SW,,15,-6,19500101-20200702, 88.0%,19850402-20200702, 83.8%,20021116-20200702, 91.5%
USC00141730,38.8971,-100.1135,733.7,KS,COLLYER 10 S,,15,-6,19490801-20200801, 93.6%,19850130-20200801, 91.9%,20021031-20200801, 92.1%
USC00141740,37.2500,-94.8667,274.9,KS,COLUMBUS 6 NNW,,15,-6,19480801-20200803, 94.0%,19840802-20200803, 93.6%,20020803-20200803, 92.8%
USC00142432,37.0833,-101.8500,1096.1,KS,ELKHART 6 NNE,,15,-6,19490101-20200806, 61.9%,19841019-20200806, 85.0%,20020912-20200806, 94.8%
USC00142560,37.0459,-99.9964,600.5,KS,ENGLEWOOD 1 NW,,15,-6,19480801-20081021, 94.0%,19780911-20081021, 90.6%,19931001-20081021, 95.0%
USC00142582,37.5668,-95.2458,273.4,KS,ERIE,,15,-6,19970901-20200701, 94.7%,20090130-20200701, 96.7%,20141016-20200701, 98.5%
USC00142686,37.6475,-96.0780,314.2,KS,FALL RIVER LAKE,,15,-6,19481101-20200730, 94.7%,19840915-20200730, 91.6%,20020823-20200730, 89.5%
USC00142938,38.6366,-98.8722,597.4,KS,GALATIA 4E,,15,-6,19821101-20200423, 85.9%,20010728-20200423, 90.9%,20101210-20200423, 88.5%
USC00142980,37.9930,-100.8121,880.9,KS,GARDEN CITY EXP STA,,15,-6,19480801-20200803, 90.9%,19840802-20200803, 88.0%,20020803-20200803, 87.1%
USC00143248,37.3594,-96.4496,353.3,KS,GRENOLA 1 N,,15,-6,19480801-20200707, 91.8%,19840719-20200707, 90.9%,20020713-20200707, 87.3%
USC00143527,38.8586,-99.3358,612.6,KS,HAYS 1 S,,15,-6,19480801-20200801, 92.2%,19840801-20200801, 90.4%,20020801-20200801, 88.4%
USC00143554,38.6002,-100.6196,868.7,KS,HEALY,,15,-6,19480801-20200801, 85.9%,19840801-20200801, 78.4%,20020801-20200801, 94.2%
USC00143665,39.3618,-99.8279,649.8,KS,HILL CITY 1E,,15,-6,19831001-20200707, 85.2%,20020217-20200707, 91.6%,20110428-20200707, 93.0%
USC00143686,38.6645,-94.8901,307.8,KS,HILLSDALE LAKE,,15,-6,19851126-20200701, 83.4%,20030315-20200701, 83.9%,20111107-20200701, 93.8%
USC00143954,37.2363,-95.7002,245.4,KS,INDEPENDENCE,,15,-6,19970602-20200701, 95.2%,20081216-20200701, 95.4%,20140923-20200701, 95.0%
USC00143984,37.9233,-95.4241,290.8,KS,IOLA 1 W,,15,-6,19510101-20200707, 77.8%,19851004-20200707, 91.1%,20030219-20200707, 96.0%
USC00143997,39.6611,-98.3483,468.5,KS,IONIA,,15,-6,19480801-20200702, 94.7%,19840717-20200702, 96.3%,20020710-20200702, 97.4%
USC00144178,38.6078,-97.9596,454.8,KS,KANOPOLIS LAKE,,15,-6,19480801-20200701, 93.3%,19840716-20200701, 90.9%,20020709-20200701, 95.0%
USC00144341,37.0174,-98.4899,403.9,KS,KIOWA,,15,-6,19480801-20200806, 92.8%,19840803-20200806, 90.9%,20020805-20200806, 94.8%
USC00144370,39.0479,-95.1929,331.9,KS,KU-FIELD STATION,,15,-6,20191025-20200106,100.0%,20191130-20200106, 97.4%,20191218-20200106, 95.0%
USC00145039,38.3779,-97.0754,417.3,KS,MARION RESERVOIR,,15,-6,19660511-20200630, 90.7%,19930605-20200630, 95.4%,20061217-20200630, 96.8%
USC00145210,38.5039,-95.7037,333.5,KS,MELVERN LAKE,,15,-6,19730401-20200302, 89.1%,19960915-20200302, 89.4%,20080608-20200302, 95.6%
USC00145306,39.0745,-96.8982,369.7,KS,MILFORD LAKE,,15,-6,19670711-20200302, 85.2%,19931105-20200302, 77.7%,20070103-20200302, 96.4%
USC00145536,37.1873,-95.4508,243.8,KS,MOUND VALLEY 3 WSW,,15,-6,19571004-20200701, 95.6%,19890216-20200701, 95.9%,20041024-20200701, 97.3%
USC00145787,39.8135,-100.2417,792.8,KS,NORCATUR 3 WSW,,15,-6,19480801-20200704, 92.6%,19840718-20200704, 88.5%,20020711-20200704, 91.4%
USC00145852,39.8114,-99.9386,715.1,KS,NORTON DAM,,15,-6,19630403-20200701, 80.6%,19911116-20200701, 76.5%,20060309-20200701, 71.8%
USC00145888,39.1130,-100.9447,945.5,KS,OAKLEY 4W,,15,-6,19490801-20200706, 89.9%,19850117-20200706, 86.8%,20021012-20200706, 90.1%
USC00146333,39.1174,-95.4101,291.7,KS,PERRY LAKE,,15,-6,19700209-20200131, 89.0%,19950204-20200131, 81.8%,20070803-20200131, 85.9%
USC00146374,39.7667,-99.3167,595.0,KS,PHILLIPSBURG,,15,-6,19480801-20200701, 91.6%,19840716-20200701, 86.8%,20020709-20200701, 89.3%
USC00146498,38.6449,-95.5660,324.0,KS,POMONA LAKE,,15,-6,19630708-20200302, 88.2%,19911104-20200302, 79.9%,20060102-20200302, 91.0%
USC00147546,38.7056,-97.8461,438.9,KS,SMOKY HILL AIR NATIONAL GUARD RANGE,,15,-6,20110901-20171205, 93.2%,20141018-20171205, 99.9%,20160512-20171205, 99.8%
USC00147756,38.7814,-94.6689,326.4,KS,STILWELL 1N,,15,-6,19821001-20200702, 87.7%,20010816-20200702, 82.0%,20110123-20200702, 91.6%
USC00147922,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,,15,-6,19580224-20200821, 86.8%,19890524-20200821, 91.2%,20050106-20200821, 91.3%
USC00148235,38.4661,-101.7730,1107.6,KS,TRIBUNE 1W,,15,-7,19480801-20200701, 88.7%,19840716-20200701, 83.4%,20020709-20200701, 79.9%
USC00148250,39.8283,-95.0880,317.0,KS,TROY 3N,,15,-6,19880322-20200705, 88.2%,20040513-20200705, 86.4%,20120608-20200705, 97.2%
USC00148293,37.8488,-94.9765,274.3,KS,UNIONTOWN,,15,-6,19821013-20160803, 87.3%,19990908-20160803, 87.3%,20080220-20160803, 85.3%
USC00148535,38.9167,-101.5833,1010.1,KS,WALLACE,,15,-7,19480901-20200701, 90.1%,19840801-20200701, 86.0%,20020717-20200701, 84.6%
USC00148847,37.6552,-97.4430,406.6,KS,WICHITA WX,,15,-6,20100501-20200730, 97.3%,20150615-20200730, 98.3%,20180106-20200730, 97.1%
USC00148946,38.9667,-98.4890,460.9,KS,WILSON LAKE,,15,-6,19640923-20200701, 90.7%,19920812-20200701, 90.6%,20060722-20200701, 92.1%
USC00150381,36.8825,-83.8819,301.8,KY,BARBOURVILLE,,15,-5,19480801-20160916, 78.0%,19820824-20160916, 62.0%,19990905-20160916, 61.5%
USC00150450,36.8582,-83.3302,354.8,KY,BAXTER,,15,-5,19480801-20160101, 71.3%,19820417-20160101, 54.8%,19990223-20160101, 53.4%
USC00150611,36.8580,-88.3363,111.3,KY,BENTON,,15,-6,19480801-20200602, 83.5%,19840702-20200602, 82.3%,20020617-20200602, 88.5%
USC00151227,37.5319,-87.2669,122.5,KY,CALHOUN LOCK 2,,15,-6,19561001-20200625, 79.6%,19880813-20200625, 78.5%,20040719-20200625, 86.0%
USC00151631,36.6833,-89.0000,121.9,KY,CLINTON,,15,-6,19480801-20200509, 88.5%,19840620-20200509, 88.8%,20020530-20200509, 84.6%
USC00152775,38.6873,-84.3585,249.6,KY,FALMOUTH,,15,-5,19750201-20200806, 43.9%,19971103-20200806, 15.7%,20090321-20200806, 31.4%
USC00152776,38.6018,-84.3006,239.6,KY,FALMOUTH5 SSE,,15,-5,20150506-20160722, 77.9%,20151213-20160722, 56.5%,20160402-20160722, 83.9%
USC00152979,37.6371,-86.7206,146.3,KY,FORDSVILLE,,15,-6,19710501-20200402, 88.3%,19951016-20200402, 85.7%,20080108-20200402, 94.3%
USC00153194,38.2094,-84.5621,245.4,KY,GEORGETOWN WATER WKS,,15,-5,20130612-20200421, 99.7%,20161115-20200421, 99.4%,20180803-20200421, 98.9%
USC00153744,37.5787,-83.7659,350.5,KY,HEIDELBERG 2N,,15,-5,20071104-20110802, 92.5%,20090917-20110802, 98.1%,20100825-20110802, 98.1%
USC00153798,36.6702,-87.5588,170.7,KY,HERNDON 5S,,15,-6,19480801-20200602, 83.7%,19840702-20200602, 70.6%,20020617-20200602, 82.8%
USC00153929,37.5316,-85.7350,240.2,KY,HODGENVILLE LINCOLN P,,15,-5,19480801-20200307, 81.6%,19840519-20200307, 70.2%,20020413-20200307, 58.7%
USC00154948,38.1250,-82.6934,232.3,KY,LOUISA 5W,,15,-5,19961204-20200701, 83.2%,20080917-20200701, 82.7%,20140809-20200701, 91.3%
USC00154955,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,,15,-5,19820701-20200421, 80.7%,20010526-20200421, 76.2%,20101107-20200421, 91.3%
USC00155067,37.3475,-87.5238,129.5,KY,MADISONVILLE,,15,-6,19490301-20200601, 87.4%,19841015-20200601, 79.6%,20020808-20200601, 80.5%
USC00155243,38.6869,-83.7872,157.0,KY,MAYSVILLE WASTEWATER TREATMENT PLANT,,15,-5,19480801-20200806, 66.9%,19840803-20200806, 54.3%,20020805-20200806, 42.0%
USC00156012,38.3423,-83.1038,270.7,KY,OLIVE HILL 5NE,,15,-5,19480801-20190228, 67.5%,19831115-20190228, 67.3%,20010707-20190228, 51.5%
USC00156170,38.2052,-84.2382,242.3,KY,PARIS,,15,-5,19711101-20200601, 84.8%,19960215-20200601, 87.5%,20080408-20200601, 92.6%
USC00157215,36.7462,-86.2259,226.5,KY,SCOTTSVILLE,,15,-6,19841001-20200621, 52.5%,20020811-20200621, 14.0%,20110717-20200621, 25.3%
USC00157473,38.3409,-85.2799,259.1,KY,SMITHFIELD 4 S,,15,-5,19480801-20200601, 89.8%,19840701-20200601, 84.6%,20020616-20200601, 84.3%
USC00157622,37.8370,-82.8622,231.6,KY,STAFFORDSVILLE 2 NW,,15,-5,19820521-20200106, 55.7%,20010314-20200106, 62.6%,20100810-20200106, 77.8%
USC00157677,36.6736,-84.4791,371.9,KY,STEARNS 2S,,15,-5,19480801-20150504, 76.0%,19811217-20150504, 82.4%,19980825-20150504, 77.1%
USC00157948,38.0144,-85.3713,152.4,KY,TAYLORSVILLE 2SW,,15,-5,20030905-20200402, 48.1%,20111219-20200402, 92.1%,20160209-20200402, 99.9%
USC00158070,36.8136,-85.7080,257.6,KY,TOMPKINSVILLE 9NW,,15,-6,19501201-20151209, 33.0%,19830605-20151209, 53.2%,19990906-20151209, 57.9%
USC00158719,37.8012,-85.1127,263.0,KY,WILLISBURG,,15,-5,19681024-20170814, 69.4%,19930320-20170814, 55.4%,20050601-20170814, 48.4%
USC00158824,37.1852,-86.6335,134.1,KY,WOODBURY,,15,-6,19480801-20200531, 89.6%,19840701-20200531, 83.8%,20020616-20200531, 89.7%
USC00161287,30.9594,-92.1786,24.4,LA,BUNKIE,,15,-6,19770101-20100415, 70.9%,19930823-20100415, 56.3%,20011218-20100415, 29.4%
USC00161411,32.5133,-92.3487,36.6,LA,CALHOUN RESEARCH STA,,15,-6,19680410-20160802, 81.7%,19920606-20160802, 67.0%,20040704-20160802, 48.9%
USC00161866,31.7236,-91.5408,22.3,LA,CLAYTON,,15,-6,20040107-20120930, 49.5%,20080519-20120930, 50.9%,20100725-20120930, 36.6%
USC00161899,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,,15,-6,19740701-20170321, 87.0%,19951110-20170321, 80.3%,20060716-20170321, 77.6%
USC00161979,32.1673,-92.1077,25.0,LA,COLUMBIA LOCK,,15,-6,20170218-20200401, 52.0%,20180910-20200401, 93.7%,20190621-20200401, 99.7%
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,,15,-6,19880601-20190401, 86.8%,20031031-20190401, 80.4%,20110716-20190401, 76.7%
USC00164030,30.5030,-90.3772,10.7,LA,HAMMOND 5 E,,15,-6,19840101-20190207, 82.8%,20010720-20190207, 71.7%,20100429-20190207, 69.0%
USC00164696,31.6782,-92.1288,43.6,LA,JENA,,15,-6,19860204-20200709, 77.3%,20030423-20200709, 70.8%,20111130-20200709, 75.8%
USC00164700,30.2002,-92.6641,7.6,LA,JENNINGS,,15,-6,19700301-20100501, 76.2%,19900331-20100501, 70.8%,20000415-20100501, 45.4%
USC00164739,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,,15,-6,19720406-20200401, 82.5%,19960403-20200401, 77.1%,20080402-20200401, 79.9%
USC00165021,30.2191,-92.0650,7.6,LA,LAFAYETTE,,15,-6,19520310-20100603, 86.0%,19810421-20100603, 73.9%,19951111-20100603, 54.0%
USC00165287,31.0516,-93.2788,79.2,LA,LEESVILLE 6 SSW,,15,-6,19940803-20100525, 49.0%,20020629-20100525, 12.6%,20060611-20100525,  2.0%
USC00165620,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,,15,-6,19820501-20130123, 76.4%,19970911-20130123, 67.8%,20050518-20130123, 39.7%
USC00165874,32.0712,-93.7588,98.1,LA,MANSFIELD 4 NW,,15,-6,19961001-20200616, 56.8%,20080808-20200616, 38.1%,20140713-20200616, 36.1%
USC00166244,32.6052,-93.2947,56.4,LA,MINDEN,,15,-6,19640305-20200721, 85.5%,19920513-20200721, 79.3%,20060617-20200721, 72.5%
USC00166314,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,,15,-6,19770705-20091027, 88.7%,19930831-20091027, 84.3%,20010928-20091027, 74.6%
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,,15,-6,19471001-20100618, 82.9%,19790208-20100618, 69.5%,19941013-20100618, 49.5%
USC00166582,31.7722,-93.0955,39.6,LA,NATCHITOCHES,,15,-6,19680701-20080530, 89.1%,19880615-20080530, 83.9%,19980607-20080530, 83.2%
USC00166584,31.8142,-93.0856,43.0,LA,NATCHITOCHES #2,,15,-6,20081126-20200630, 81.4%,20140913-20200630, 96.9%,20170806-20200630, 93.9%
USW00012930,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,,15,-6,19630101-20170813, 91.8%,19900423-20170813, 89.7%,20031218-20170813, 85.1%
USC00167691,32.4936,-91.7486,27.1,LA,RAYVILLE,,15,-6,20060315-20151201, 69.5%,20110122-20151201, 80.2%,20130627-20151201, 96.4%
USC00167738,32.4219,-93.6380,47.2,LA,RED RIVER RESEARCH  STATION,,15,-6,19751101-20200701, 85.1%,19980302-20200701, 75.2%,20090501-20200701, 68.9%
USC00168163,31.9497,-91.2336,23.8,LA,ST JOSEPH 3 N,,15,-6,20030401-20130810, 71.6%,20080605-20130810, 59.3%,20110107-20130810, 47.6%
USW00013957,32.4472,-93.8244,77.4,LA,SHREVEPORT REGIONAL AP,72248,15,-6,19471001-20131231, 88.3%,19801115-20131231, 97.7%,19970608-20131231, 95.8%
USC00168444,32.3919,-93.7802,61.0,LA,SHREVEPORT SOUTHERN HILLS,,15,-6,20051213-20200705, 81.5%,20130325-20200705, 91.2%,20161113-20200705, 97.0%
USC00168539,30.2500,-89.7667,3.0,LA,SLIDELL WSFO,,15,-6,19740408-20171002, 84.4%,19960104-20171002, 75.1%,20061118-20171002, 55.5%
USC00168785,32.7025,-92.0813,25.9,LA,STERLINGTON,,15,-6,20051220-20091211, 90.6%,20071216-20091211, 82.5%,20081213-20091211, 86.2%
USC00169013,29.7547,-90.7748,4.6,LA,THIBODAUX 4 SE,,15,-6,20111230-20190402, 49.9%,20150816-20190402, 81.3%,20170608-20190402, 81.2%
USC00169357,31.5652,-91.4332,18.3,LA,VIDALIA NO 2,,15,-6,19521101-20121012, 85.0%,19821022-20121012, 74.7%,19971017-20121012, 67.1%
USC00169803,31.9622,-92.6561,48.8,LA,WINNFIELD 3 N,,15,-6,19561114-20200722, 84.5%,19880917-20200722, 73.4%,20040819-20200722, 53.9%
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,,15,-6,19560822-20191217, 89.3%,19880419-20191217, 83.5%,20040217-20191217, 76.8%
USC00170100,44.3738,-68.2591,143.3,ME,ACADIA NATIONAL PARK,,15,-5,19820907-20120704, 86.7%,19970805-20120704, 82.3%,20050118-20120704, 83.8%
USC00170200,47.0886,-69.0250,181.7,ME,ALLAGASH,,15,-5,19750821-20120507, 84.9%,19931228-20120507, 85.4%,20030303-20120507, 81.6%
USC00170273,44.3007,-69.7792,8.8,ME,AUGUSTA,,15,-5,19521001-20181025, 80.1%,19851013-20181025, 80.0%,20020419-20181025, 66.9%
USC00171472,46.6109,-69.5231,304.8,ME,CLAYTON LAKE,,15,-5,19480501-20110601, 84.7%,19791115-20110601, 73.9%,19950823-20110601, 66.9%
USC00172878,47.2386,-68.6120,185.9,ME,FORT KENT,,15,-5,19531016-20200803, 85.4%,19870311-20200803, 92.6%,20031121-20200803, 93.0%
USC00173250,46.1412,-68.7906,201.2,ME,GRAND LAKE MATAGAMON,,15,-5,19750911-20200802, 87.3%,19980220-20200802, 83.9%,20090512-20200802, 97.7%
USC00173261,45.1776,-67.7742,88.4,ME,GRAND LAKE STREAM,,15,-5,19480501-20200801, 87.2%,19840616-20200801, 89.4%,20020709-20200801, 85.9%
USC00173944,46.2061,-67.8418,118.9,ME,HOULTON 5N,,15,-5,19850701-20150501, 92.6%,20000531-20150501, 91.6%,20071115-20150501, 99.3%
USC00174086,45.6260,-70.2460,370.0,ME,JACKMAN,,15,-5,19750923-20190619, 81.9%,19970805-20190619, 80.1%,20080712-20190619, 83.9%
USC00175285,44.5389,-67.8801,8.5,ME,MILBRIDGE,,15,-5,20100524-20200806, 95.9%,20150630-20200806, 95.5%,20180117-20200806, 91.7%
USC00175347,45.2563,-69.0101,128.0,ME,MILO,,15,-5,19750910-20120504, 91.7%,19940106-20120504, 93.0%,20030306-20120504, 91.5%
USC00176435,44.8785,-68.6688,17.7,ME,ORONO 2,,15,-5,19540801-20200801, 88.6%,19870801-20200801, 92.5%,20040131-20200801, 93.8%
USC00177255,44.1030,-69.1157,10.7,ME,ROCKLAND,,15,-5,19481201-20180526, 86.6%,19830829-20180526, 82.7%,20010110-20180526, 72.7%
USC00177336,44.4940,-70.6563,192.0,ME,RUMFORD 6SW,,15,-5,20090801-20190621, 85.6%,20140711-20190621, 90.9%,20161230-20190621, 82.0%
USC00177827,44.7638,-69.7194,50.3,ME,SKOWHEGAN,,15,-5,19480501-20181025, 88.0%,19830729-20181025, 80.8%,20010312-20181025, 72.1%
USC00178942,44.8834,-70.8619,446.5,ME,UPPER DAM,,15,-5,20140531-20180830, 96.5%,20160715-20180830, 93.4%,20170807-20180830, 89.2%
USW00013701,39.4716,-76.1697,17.4,MD,ABERDEEN PHILLIPS FLD,,15,-5,19480501-20200629, 40.8%,19840530-20200629, 58.7%,20020614-20200629, 49.6%
USC00180700,39.0302,-76.9315,44.2,MD,BELTSVILLE,,15,-5,19480501-20200701, 90.8%,19840531-20200701, 86.9%,20020616-20200701, 88.7%
USC00185934,39.7194,-76.8027,262.1,MD,MILLERS 4 NE,,15,-5,19880310-20200701, 88.6%,20040505-20200701, 91.1%,20120602-20200701, 85.2%
USC00188065,39.5099,-79.1401,455.7,MD,SAVAGE RIVER DAM,,15,-5,19490601-20170701, 76.7%,19830616-20170701, 64.4%,20000623-20170701, 56.6%
USC00200089,46.6448,-88.4812,399.3,MI,ALBERTA FORD FOR CENTER,,15,-5,19911101-20200711, 63.0%,20060307-20200711, 76.6%,20130509-20200711, 99.1%
USC00200230,42.2981,-83.6639,247.8,MI,ANN ARBOR U OF MICH,,15,-5,19480701-20200801, 94.5%,19840716-20200801, 96.4%,20020724-20200801, 98.9%
USC00200662,44.9758,-85.1980,190.5,MI,BELLAIRE,,15,-5,19480701-20200701, 92.2%,19840701-20200701, 94.3%,20020701-20200701, 98.7%
USC00200766,46.8864,-87.8639,185.3,MI,BIG BAY 8 NW,,15,-5,19610427-20200701, 81.3%,19901128-20200701, 88.2%,20050914-20200701, 93.1%
USC00201088,46.5345,-89.1839,345.9,MI,BRUCE CROSSING,,15,-5,19780814-20200721, 78.7%,19990802-20200721, 78.1%,20100125-20200721, 94.6%
USC00201361,43.5861,-83.1805,212.8,MI,CASS CITY 1 SSW,,15,-5,19921103-20200804, 86.6%,20060919-20200804, 90.7%,20130827-20200804, 98.6%
USC00201486,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,,15,-5,19880802-20200701, 79.9%,20040717-20200701, 94.1%,20120709-20200701, 98.6%
USC00201680,41.9397,-85.0183,289.6,MI,COLDWTR WASTEWTR PLT,,15,-5,19400701-20200701, 73.0%,19800701-20200701, 72.7%,20000701-20200701, 73.4%
USC00201780,47.4679,-87.8671,190.5,MI,COPPER HARBOR FORT WILKINS,,15,-5,19480701-20200717, 75.6%,19840709-20200717, 63.2%,20020713-20200717, 75.8%
USC00202094,45.9983,-83.9013,181.4,MI,DETOUR VILLAGE,,15,-5,19520819-20200710, 88.7%,19860730-20200710, 84.3%,20030720-20200710, 93.9%
USC00202381,45.1518,-85.1324,178.9,MI,EAST JORDAN,,15,-5,20191024-20200802, 88.0%,20200313-20200802, 83.2%,20200523-20200802, 69.4%
USC00202598,46.1280,-85.5696,208.8,MI,ENGADINE MDOT,,15,-5,20140812-20200706, 97.5%,20170724-20200706, 96.7%,20190114-20200706, 99.8%
USW00014824,45.7438,-87.0406,180.1,MI,ESCANABA,,15,-5,19480801-20150622, 73.6%,19820110-20150622, 55.6%,19981001-20150622, 53.4%
USC00202627,45.7181,-87.0939,179.8,MI,ESCANABA #2,,15,-5,20140903-20200702, 96.3%,20170802-20200702, 99.9%,20190116-20200702, 99.8%
USW00014828,43.9758,-84.4908,236.2,MI,GLADWIN,,15,-5,19480701-20200701, 56.5%,19840701-20200701, 91.8%,20020701-20200701, 95.1%
USC00203188,44.5358,-83.7022,272.5,MI,GLENNIE 2SE,,15,-5,20000101-20200706, 67.0%,20100404-20200706, 99.2%,20150521-20200706, 98.9%
USC00203295,43.0608,-86.2047,184.4,MI,GRAND HAVEN WASTEWATER PLANT,,15,-5,19480701-20200706, 88.8%,19840703-20200706, 90.0%,20020705-20200706, 90.6%
USC00203391,44.6546,-84.6998,346.6,MI,GRAYLING,,15,-5,19890801-20200713, 79.3%,20050121-20200713, 93.5%,20121017-20200713, 98.8%
USC00203516,46.2863,-87.4511,337.1,MI,GWINN 1W,,15,-5,19490701-20200724, 86.6%,19850111-20200724, 77.9%,20021018-20200724, 89.6%
USC00203585,43.8322,-82.6427,181.4,MI,HARBOR BEACH 1 SSE,,15,-5,20010601-20200804, 88.5%,20110102-20200804, 93.9%,20151019-20200804, 96.3%
USC00203661,42.6421,-85.2882,250.2,MI,HASTINGS,,15,-5,20110708-20200701, 94.7%,20160103-20200701, 99.2%,20180402-20200701, 99.5%
USC00203947,42.6333,-83.9167,289.9,MI,HOWELL SEWAGE PLANT,,15,-5,19610410-20200803, 90.8%,19901206-20200803, 90.1%,20051004-20200803, 93.6%
USC00204090,45.7858,-88.0841,326.4,MI,IRON MTN-KINGSFORD WWTP,,15,-6,19480701-20200701, 94.2%,19840701-20200701, 95.3%,20020701-20200701, 96.7%
USC00204104,46.4656,-90.1892,435.9,MI,IRONWOOD,,15,-6,20071203-20200708, 91.9%,20140321-20200708, 97.3%,20170514-20200708, 98.4%
USC00204155,42.2884,-84.4236,288.0,MI,JACKSON 3N,,15,-5,19480701-20200701, 85.1%,19840701-20200701, 82.1%,20020701-20200701, 71.8%
USC00204320,43.1994,-85.7717,256.0,MI,KENT CITY 2 SW,,15,-5,19880414-20200601, 76.1%,20040508-20200601, 69.4%,20120520-20200601, 82.4%
USC00204328,46.4863,-88.8916,355.7,MI,KENTON,,15,-5,19500701-20200716, 73.9%,19850708-20200716, 56.9%,20030111-20200716, 66.0%
USC00204502,44.3088,-85.2050,374.9,MI,LAKE CITY EXP FARM,,15,-5,20060901-20200708, 99.3%,20130804-20200708, 99.8%,20170120-20200708, 99.9%
