StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00134963,41.8604,-90.9222,224.9,IA,LOWDEN,,15,-6,19870625-20210208, 95.1%,20040417-20210208, 93.6%,20120912-20210208, 99.6%
USC00135198,42.0647,-92.9244,265.2,IA,MARSHALLTOWN,,15,-6,19480801-20210111, 92.8%,19841021-20210111, 88.5%,20021201-20210111, 91.7%
USC00135315,43.0240,-91.1746,191.1,IA,MCGREGOR,,15,-6,19511005-20210201, 95.0%,19860604-20210201, 96.1%,20031003-20210201, 98.1%
USC00135584,41.5500,-95.9333,307.8,IA,MISSOURI VALLEY 2 WSW,,15,-6,19480801-20210209, 86.7%,19841105-20210209, 84.7%,20021223-20210209, 95.7%
USC00135769,40.7052,-94.2427,347.5,IA,MOUNT AYR,,15,-6,19480801-20210104, 86.6%,19841018-20210104, 83.6%,20021126-20210104, 90.2%
USC00135796,40.9486,-91.5647,222.5,IA,MOUNT PLEASANT 1 SSW,,15,-6,19480801-20210216, 85.6%,19841108-20210216, 75.2%,20021228-20210216, 63.7%
USC00135823,42.4916,-96.0688,365.8,IA,MOVILLE,,15,-6,19480801-20210201, 89.6%,19841101-20210201, 87.9%,20021217-20210201, 88.4%
USC00136076,41.5170,-92.0597,242.9,IA,NORTH ENGLISH,,15,-6,19480801-20210203, 83.9%,19841102-20210203, 80.0%,20021219-20210203, 93.6%
USC00136190,43.4144,-95.5313,381.0,IA,OCHEYEDAN,,15,-6,20051201-20130901, 96.0%,20091016-20130901, 95.8%,20110924-20130901, 95.3%
USC00136975,42.8169,-95.9711,405.4,IA,REMSEN,,15,-6,19480801-20210201, 96.8%,19841101-20210201, 96.3%,20021217-20210201, 94.3%
USC00137058,43.2957,-94.5108,388.6,IA,RINGSTED,,15,-6,19480814-20210101, 90.6%,19841023-20210101, 93.5%,20021127-20210101, 96.6%
USC00137326,43.3817,-92.9232,347.2,IA,ST ANSGAR,,15,-6,19480809-20210201, 92.7%,19841105-20210201, 93.0%,20021219-20210201, 98.0%
USC00137340,41.2875,-93.8078,323.7,IA,ST CHARLES,,15,-6,19480801-20210113, 90.0%,19841022-20210113, 93.7%,20021203-20210113, 96.3%
USC00137572,42.9216,-93.2827,349.0,IA,SHEFFIELD 3 NW,,15,-6,19480801-20210102, 92.2%,19841017-20210102, 92.2%,20021125-20210102, 96.2%
USC00137582,41.5114,-95.4406,399.9,IA,SHELBY,,15,-6,19501001-20210211, 90.6%,19851206-20210211, 89.4%,20030710-20210211, 92.9%
USC00137602,42.7042,-92.5906,284.4,IA,SHELL ROCK 1 SW,,15,-6,19480801-20210102, 93.0%,19841017-20210102, 93.3%,20021125-20210102, 98.4%
USC00137613,40.7719,-95.3568,304.5,IA,SHENANDOAH,,15,-6,20031122-20210201, 64.2%,20120627-20210201, 97.6%,20161014-20210201, 96.2%
USC00137664,43.4047,-95.7483,466.0,IA,SIBLEY,,15,-6,19910101-20210204, 69.4%,20060118-20210204, 50.6%,20130728-20210204, 99.9%
USC00137700,43.0558,-96.1525,414.5,IA,SIOUX CENTER 2 SE,,15,-6,19480801-20210104, 92.2%,19841018-20210104, 95.1%,20021126-20210104, 97.0%
USC00137774,41.9811,-95.7769,342.9,IA,SOLDIER,,15,-6,19480801-20210213, 91.1%,19841107-20210213, 85.2%,20021226-20210213, 92.7%
USC00137844,43.1652,-95.1466,404.2,IA,SPENCER 1 N,,15,-6,19480901-20210201, 49.1%,19841116-20210201, 60.3%,20021225-20210201, 77.1%
USC00138009,42.6853,-91.5330,365.8,IA,STRAWBERRY POINT,,15,-6,19480806-20210201, 94.0%,19841103-20210201, 90.2%,20021218-20210201, 94.2%
USC00138315,42.1865,-92.4722,285.0,IA,TRAER,,15,-6,19480801-20210101, 95.5%,19841016-20210101, 92.0%,20021124-20210101, 93.2%
USC00138646,41.0458,-95.0869,388.6,IA,STANTON 4N,,15,-6,19480801-20210203, 91.4%,19841102-20210203, 95.3%,20021219-20210203, 95.7%
USC00138688,41.2824,-91.7078,209.4,IA,WASHINGTON,,15,-6,19480801-20210201, 94.2%,19841101-20210201, 90.9%,20021217-20210201, 96.5%
USC00138806,42.4685,-93.7974,326.7,IA,WEBSTER CITY,,15,-6,19480801-20210111, 90.1%,19841021-20210111, 84.2%,20021201-20210111, 90.4%
USC00139164,41.7450,-95.7091,332.2,IA,WOODBINE,,15,-6,19480801-20120801, 93.0%,19800801-20120801, 94.6%,19960801-20120801, 92.5%
USC00139165,41.7590,-95.6440,368.8,IA,WOODBINE 4ENE,,15,-6,20120807-20210213, 93.3%,20161110-20210213, 93.4%,20181228-20210213, 95.4%
USC00140326,37.8894,-98.1785,483.1,KS,ARLINGTON,,15,-6,19781025-20201231, 80.9%,19991128-20201231, 83.1%,20100615-20201231, 70.3%
USC00140441,39.6980,-101.0039,903.4,KS,ATWOOD 8SSE,,15,-6,19640422-20190213, 77.2%,19910918-20190213, 72.6%,20050601-20190213, 74.9%
USC00140637,37.6557,-96.5352,484.6,KS,BEAUMONT,,15,-6,19480801-20201231, 91.0%,19841016-20201231, 93.3%,20021123-20201231, 95.9%
USC00140750,37.8923,-97.4827,420.6,KS,BENTLEY 2E,,15,-6,20120401-20201231, 99.5%,20160816-20201231, 99.7%,20181024-20201231, 99.9%
USC00140957,39.0636,-94.8960,259.1,KS,BONNER SPRINGS,,15,-6,19880301-20210203, 79.6%,20040817-20210203, 74.8%,20121110-20210203, 96.8%
USC00141233,37.0403,-97.6101,354.2,KS,CALDWELL,,15,-6,19480801-20201202, 93.5%,19841001-20201202, 94.6%,20021101-20201202, 92.4%
USC00141351,38.0212,-96.6036,463.3,KS,CASSODAY 2SE,,15,-6,19480801-20201231, 93.6%,19841016-20201231, 91.9%,20021123-20201231, 90.1%
USC00141404,38.1937,-95.0724,289.6,KS,CENTERVILLE 4SW,,15,-6,19941201-20210201, 79.2%,20080101-20210201, 72.9%,20140718-20210201, 97.3%
USC00141612,38.9407,-95.3396,298.7,KS,CLINTON LAKE,,15,-6,19770413-20210104, 90.5%,19990223-20210104, 91.0%,20100129-20210104, 96.7%
USC00141699,39.3925,-101.0689,966.2,KS,COLBY 1SW,,15,-6,19500101-20210202, 88.2%,19850718-20210202, 84.7%,20030426-20210202, 92.2%
USC00141730,38.8971,-100.1135,733.7,KS,COLLYER 10 S,,15,-6,19490801-20210201, 94.3%,19850502-20210201, 93.2%,20030318-20210201, 94.5%
USC00141740,37.2500,-94.8667,274.9,KS,COLUMBUS 6 NNW,,15,-6,19480801-20210201, 94.4%,19841101-20210201, 94.3%,20021217-20210201, 94.3%
USC00142432,37.0833,-101.8500,1096.1,KS,ELKHART 6 NNE,,15,-6,19490101-20210203, 62.9%,19850117-20210203, 86.6%,20030126-20210203, 97.7%
USC00142560,37.0459,-99.9964,600.5,KS,ENGLEWOOD 1 NW,,15,-6,19480801-20081021, 94.0%,19780911-20081021, 90.6%,19931001-20081021, 95.0%
USC00142582,37.5668,-95.2458,273.4,KS,ERIE,,15,-6,19970901-20201231, 95.1%,20090502-20201231, 97.9%,20150302-20201231, 99.9%
USC00142686,37.6475,-96.0780,314.2,KS,FALL RIVER LAKE,,15,-6,19481101-20201231, 95.0%,19841201-20201231, 92.1%,20021216-20201231, 90.6%
USC00142835,37.8172,-94.6987,269.4,KS,FORT SCOTT,,15,-6,20200914-20210228, 91.1%,20201206-20210228, 82.4%,20210117-20210228, 76.7%
USC00142938,38.6366,-98.8722,597.4,KS,GALATIA 4E,,15,-6,19821101-20201231, 85.0%,20011201-20201231, 89.3%,20110617-20201231, 84.3%
USC00142980,37.9930,-100.8121,880.9,KS,GARDEN CITY EXP STA,,15,-6,19480801-20210201, 91.8%,19841101-20210201, 89.7%,20021217-20210201, 90.6%
USC00143248,37.3594,-96.4496,353.3,KS,GRENOLA 1 N,,15,-6,19480801-20201231, 91.9%,19841016-20201231, 91.2%,20021123-20201231, 87.8%
USC00143527,38.8586,-99.3358,612.6,KS,HAYS 1 S,,15,-6,19480801-20210201, 92.3%,19841101-20210201, 91.3%,20021217-20210201, 89.0%
USC00143554,38.6002,-100.6196,868.7,KS,HEALY,,15,-6,19480801-20210201, 86.6%,19841101-20210201, 80.1%,20021217-20210201, 96.8%
USC00143634,39.7833,-95.5167,353.6,KS,HIAWATHA 5 SSE,,15,-6,20200617-20210301, 91.1%,20201023-20210301, 99.2%,20201226-20210301, 98.5%
USC00143665,39.3618,-99.8279,649.8,KS,HILL CITY 1E,,15,-6,19831001-20210211, 85.9%,20020607-20210211, 93.3%,20111010-20210211, 96.2%
USC00143686,38.6645,-94.8901,307.8,KS,HILLSDALE LAKE,,15,-6,19851126-20210201, 84.6%,20030630-20210201, 87.7%,20120416-20210201, 96.8%
USC00143954,37.2363,-95.7002,245.4,KS,INDEPENDENCE,,15,-6,19970602-20201231, 95.7%,20090317-20201231, 96.3%,20150207-20201231, 97.3%
USC00143984,37.9233,-95.4241,290.8,KS,IOLA 1 W,,15,-6,19510101-20201231, 78.0%,19851231-20201231, 91.3%,20030702-20201231, 96.4%
USC00143997,39.6611,-98.3483,468.5,KS,IONIA,,15,-6,19480801-20210201, 94.9%,19841101-20210201, 97.3%,20021217-20210201, 98.0%
USC00144178,38.6078,-97.9596,454.8,KS,KANOPOLIS LAKE,,15,-6,19480801-20201231, 93.6%,19841016-20201231, 91.6%,20021123-20201231, 96.1%
USC00144341,37.0174,-98.4899,403.9,KS,KIOWA,,15,-6,19480801-20210206, 93.9%,19841103-20210206, 92.9%,20021221-20210206, 99.1%
USC00144370,39.0479,-95.1929,332.2,KS,KU-FIELD STATION,,15,-6,20191025-20210301,100.0%,20200627-20210301, 99.6%,20201028-20210301, 99.2%
USC00145039,38.3779,-97.0754,417.3,KS,MARION RESERVOIR,,15,-6,19660511-20201231, 90.9%,19930905-20201231, 95.7%,20070504-20201231, 97.5%
USC00145210,38.5039,-95.7037,333.5,KS,MELVERN LAKE,,15,-6,19730401-20210105, 89.3%,19970217-20210105, 89.7%,20090126-20210105, 97.8%
USC00145306,39.0745,-96.8982,369.7,KS,MILFORD LAKE,,15,-6,19670711-20210104, 85.4%,19940408-20210104, 78.3%,20070822-20210104, 96.6%
USC00145536,37.1873,-95.4508,243.8,KS,MOUND VALLEY 3 WSW,,15,-6,19571004-20201231, 95.6%,19890518-20201231, 95.9%,20050310-20201231, 97.3%
USC00145787,39.8135,-100.2417,792.8,KS,NORCATUR 3 WSW,,15,-6,19480801-20210103, 92.6%,19841017-20210103, 88.5%,20021125-20210103, 92.0%
USC00145852,39.8114,-99.9386,715.1,KS,NORTON DAM,,15,-6,19630403-20201231, 81.0%,19920216-20201231, 77.1%,20060725-20201231, 73.8%
USC00145888,39.1130,-100.9447,945.5,KS,OAKLEY 4W,,15,-6,19490801-20210201, 90.3%,19850502-20210201, 87.6%,20030318-20210201, 92.0%
USC00146333,39.1174,-95.4101,291.7,KS,PERRY LAKE,,15,-6,19700209-20210104, 87.7%,19950724-20210104, 79.4%,20080414-20210104, 80.7%
USC00146374,39.7667,-99.3167,595.0,KS,PHILLIPSBURG,,15,-6,19480801-20210203, 91.8%,19841102-20210203, 87.1%,20021219-20210203, 90.4%
USC00146498,38.6449,-95.5660,324.0,KS,POMONA LAKE,,15,-6,19630708-20210104, 88.2%,19920406-20210104, 80.0%,20060821-20210104, 91.3%
USC00147546,38.7056,-97.8461,438.9,KS,SMOKY HILL AIR NATIONAL GUARD RANGE,,15,-6,20110901-20171205, 94.5%,20141018-20171205, 99.9%,20160512-20171205, 99.8%
USC00147756,38.7814,-94.6689,326.4,KS,STILWELL 1N,,15,-6,19821001-20210203, 88.2%,20011202-20210203, 82.8%,20110704-20210203, 92.8%
USC00147922,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,,15,-6,19580224-20210223, 87.4%,19890825-20210223, 92.5%,20050525-20210223, 94.4%
USC00148235,38.4661,-101.7730,1107.6,KS,TRIBUNE 1W,,15,-7,19480801-20210201, 89.2%,19841101-20210201, 84.3%,20021217-20210201, 82.3%
USC00148250,39.8283,-95.0880,317.0,KS,TROY 3N,,15,-6,19880322-20210203, 88.4%,20040828-20210203, 87.9%,20121115-20210203, 97.1%
USC00148293,37.8488,-94.9765,274.3,KS,UNIONTOWN,,15,-6,19821013-20160803, 87.7%,19990908-20160803, 87.9%,20080220-20160803, 86.5%
USC00148535,38.9167,-101.5833,1010.1,KS,WALLACE,,15,-7,19480901-20210201, 90.1%,19841116-20210201, 86.4%,20021225-20210201, 84.9%
USC00148847,37.6552,-97.4430,406.6,KS,WICHITA WX,,15,-6,20100501-20201231, 96.5%,20150831-20201231, 96.6%,20180501-20201231, 93.5%
USC00148946,38.9667,-98.4890,460.9,KS,WILSON LAKE,,15,-6,19640923-20200701, 91.3%,19920812-20200701, 91.8%,20060722-20200701, 94.5%
USC00150381,36.8825,-83.8819,301.8,KY,BARBOURVILLE,,15,-5,19480801-20160916, 78.5%,19820824-20160916, 62.9%,19990905-20160916, 63.4%
USC00150450,36.8582,-83.3302,354.8,KY,BAXTER,,15,-5,19480801-20160101, 72.6%,19820417-20160101, 57.3%,19990223-20160101, 58.5%
USC00150611,36.8580,-88.3363,111.3,KY,BENTON,,15,-6,19480801-20210202, 83.7%,19841101-20210202, 83.1%,20021218-20210202, 90.9%
USC00151227,37.5319,-87.2669,122.5,KY,CALHOUN LOCK 2,,15,-6,19561001-20210211, 79.8%,19881206-20210211, 78.7%,20050108-20210211, 86.9%
USC00151631,36.6833,-89.0000,121.9,KY,CLINTON,,15,-6,19480801-20210111, 88.5%,19841021-20210111, 88.7%,20021201-20210111, 84.8%
USC00152775,38.6873,-84.3585,249.6,KY,FALMOUTH,,15,-5,19750201-20210204, 45.3%,19980202-20210204, 19.3%,20090804-20210204, 38.5%
USC00152776,38.6018,-84.3006,239.6,KY,FALMOUTH5 SSE,,15,-5,20150506-20160722, 77.9%,20151213-20160722, 56.5%,20160402-20160722, 83.9%
USC00152979,37.6371,-86.7206,146.3,KY,FORDSVILLE,,15,-6,19710501-20201012, 88.2%,19960121-20201012, 85.3%,20080601-20201012, 93.6%
USC00153194,38.2094,-84.5621,245.4,KY,GEORGETOWN WATER WKS,,15,-5,20130612-20200901, 98.5%,20170121-20200901, 97.0%,20181111-20200901, 94.1%
USC00153744,37.5787,-83.7659,350.5,KY,HEIDELBERG 2N,,15,-5,20071104-20110802, 93.0%,20090917-20110802, 99.2%,20100825-20110802, 98.7%
USC00153798,36.6702,-87.5588,170.7,KY,HERNDON 5S,,15,-6,19480801-20210201, 83.9%,19841101-20210201, 71.0%,20021217-20210201, 83.6%
USC00153929,37.5316,-85.7350,240.2,KY,HODGENVILLE LINCOLN P,,15,-5,19480801-20200901, 81.5%,19840816-20200901, 70.2%,20020824-20200901, 59.9%
USC00154948,38.1250,-82.6934,232.3,KY,LOUISA 5W,,15,-5,19961204-20210204, 85.3%,20090104-20210204, 87.6%,20150120-20210204, 91.2%
USC00154955,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,,15,-5,19820701-20200827, 80.8%,20010729-20200827, 76.3%,20110211-20200827, 92.6%
USC00155067,37.3475,-87.5238,129.5,KY,MADISONVILLE,,15,-6,19490301-20210201, 86.8%,19850215-20210201, 78.5%,20030208-20210201, 78.9%
USC00155243,38.6869,-83.7872,157.0,KY,MAYSVILLE WASTEWATER TREATMENT PLANT,,15,-5,19480801-20210219, 68.7%,19841110-20210219, 57.9%,20021231-20210219, 50.7%
USC00156012,38.3423,-83.1038,270.7,KY,OLIVE HILL 5NE,,15,-5,19480801-20190228, 67.5%,19831115-20190228, 67.4%,20010707-20190228, 51.7%
USC00156170,38.2052,-84.2382,242.3,KY,PARIS,,15,-5,19711101-20201231, 84.5%,19960601-20201231, 87.7%,20080915-20201231, 91.0%
USC00157215,36.7462,-86.2259,226.5,KY,SCOTTSVILLE,,15,-6,19841001-20201027, 52.9%,20021014-20201027, 14.9%,20111021-20201027, 29.0%
USC00157473,38.3409,-85.2799,259.1,KY,SMITHFIELD 4 S,,15,-5,19480801-20201231, 89.6%,19841016-20201231, 84.5%,20021123-20201231, 83.5%
USC00157622,37.8370,-82.8622,231.6,KY,STAFFORDSVILLE 2 NW,,15,-5,19820521-20201231, 62.1%,20010910-20201231, 76.5%,20110507-20201231, 99.5%
USC00157677,36.6736,-84.4791,371.9,KY,STEARNS 2S,,15,-5,19480801-20150504, 76.3%,19811217-20150504, 83.0%,19980825-20150504, 78.4%
USC00157948,38.0144,-85.3713,152.4,KY,TAYLORSVILLE 2SW,,15,-5,20030905-20201231, 48.3%,20120503-20201231, 92.6%,20160901-20201231, 91.5%
USC00158070,36.8136,-85.7080,257.6,KY,TOMPKINSVILLE 9NW,,15,-6,19501201-20151209, 33.0%,19830605-20151209, 53.3%,19990906-20151209, 57.9%
USC00158719,37.8012,-85.1127,263.0,KY,WILLISBURG,,15,-5,19681024-20170814, 69.5%,19930320-20170814, 55.4%,20050601-20170814, 48.5%
USC00158824,37.1852,-86.6335,134.1,KY,WOODBURY,,15,-6,19480801-20201008, 89.7%,19840904-20201008, 83.8%,20020921-20201008, 90.2%
USC00161287,30.9594,-92.1786,24.4,LA,BUNKIE,,15,-6,19770101-20100415, 71.2%,19930823-20100415, 56.8%,20011218-20100415, 30.5%
USC00161411,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,,15,-6,19680410-20160802, 81.7%,19920606-20160802, 67.0%,20040704-20160802, 48.9%
USC00161866,31.7236,-91.5408,22.3,LA,CLAYTON,,15,-6,20040107-20120930, 50.5%,20080519-20120930, 52.8%,20100725-20120930, 40.5%
USC00161899,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,,15,-6,19740701-20170321, 88.4%,19951110-20170321, 83.0%,20060716-20170321, 83.1%
USC00161979,32.1673,-92.1077,25.0,LA,COLUMBIA LOCK,,15,-6,20170218-20201231, 54.7%,20190125-20201231, 86.6%,20200113-20201231, 73.4%
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,,15,-6,19880601-20190401, 86.8%,20031031-20190401, 80.4%,20110716-20190401, 76.7%
USC00164030,30.5030,-90.3772,10.7,LA,HAMMOND 5 E,,15,-6,19840101-20190207, 83.4%,20010720-20190207, 72.8%,20100429-20190207, 71.2%
USC00164696,31.6782,-92.1288,43.6,LA,JENA,,15,-6,19860204-20201231, 79.1%,20030719-20201231, 74.1%,20120409-20201231, 83.8%
USC00164700,30.2002,-92.6641,7.6,LA,JENNINGS,,15,-6,19700301-20100501, 76.6%,19900331-20100501, 71.7%,20000415-20100501, 47.1%
USC00164739,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,,15,-6,19720406-20201231, 84.4%,19960818-20201231, 80.9%,20081024-20201231, 87.9%
USC00165021,30.2191,-92.0650,7.6,LA,LAFAYETTE,,15,-6,19520310-20100603, 86.0%,19810421-20100603, 73.9%,19951111-20100603, 54.0%
USC00165287,31.0516,-93.2788,79.2,LA,LEESVILLE 6 SSW,,15,-6,19940803-20100525, 49.5%,20020629-20100525, 13.7%,20060611-20100525,  4.1%
USC00165620,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,,15,-6,19820501-20130123, 76.4%,19970911-20130123, 67.8%,20050518-20130123, 39.7%
USC00165874,32.0712,-93.7588,98.1,LA,MANSFIELD 4 NW,,15,-6,19961001-20201231, 59.1%,20081115-20201231, 40.5%,20141208-20201231, 40.6%
USC00166244,32.6052,-93.2947,56.4,LA,MINDEN,,15,-6,19640305-20201231, 86.2%,19920802-20201231, 80.6%,20061017-20201231, 75.1%
USC00166314,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,,15,-6,19770705-20091027, 88.7%,19930831-20091027, 84.4%,20010928-20091027, 74.7%
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,,15,-6,19471001-20100618, 83.1%,19790208-20100618, 69.8%,19941013-20100618, 50.0%
USC00166582,31.7722,-93.0955,39.6,LA,NATCHITOCHES,,15,-6,19680701-20080530, 89.1%,19880615-20080530, 83.9%,19980607-20080530, 83.3%
USC00166584,31.8142,-93.0856,43.0,LA,NATCHITOCHES #2,,15,-6,20081126-20201231, 83.6%,20141214-20201231, 99.7%,20171222-20201231, 99.5%
USW00012930,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,,15,-6,19630101-20210301, 87.3%,19920131-20210301, 80.8%,20060816-20210301, 67.9%
USC00167691,32.4936,-91.7486,27.1,LA,RAYVILLE,,15,-6,20060315-20151201, 73.1%,20110122-20151201, 87.5%,20130627-20151201, 96.6%
USC00167738,32.4219,-93.6380,47.2,LA,RED RIVER RESEARCH STATION,,15,-6,19751101-20201231, 85.3%,19980601-20201231, 75.4%,20090915-20201231, 69.3%
USC00168163,31.9497,-91.2336,23.8,LA,ST JOSEPH 3 N,,15,-6,20030401-20130810, 75.0%,20080605-20130810, 66.3%,20110107-20130810, 61.5%
USW00013957,32.4472,-93.8244,77.4,LA,SHREVEPORT AP,72248,15,-6,19471001-20131231, 88.3%,19801115-20131231, 97.7%,19970608-20131231, 95.8%
USC00168444,32.3795,-93.8019,57.3,LA,SHREVEPORT SOUTHERN HILLS,,15,-6,20051213-20201231, 84.0%,20130622-20201231, 95.6%,20170327-20201231, 99.3%
USC00168539,30.2500,-89.7667,3.0,LA,SLIDELL WSFO,,15,-6,19740408-20171002, 84.8%,19960104-20171002, 76.0%,20061118-20171002, 57.3%
USC00168785,32.7025,-92.0813,25.9,LA,STERLINGTON,,15,-6,20051220-20091211, 92.7%,20071216-20091211, 86.6%,20081213-20091211, 86.2%
USC00169013,29.7547,-90.7748,4.6,LA,THIBODAUX 4 SE,,15,-6,20111230-20190402, 49.9%,20150816-20190402, 81.3%,20170608-20190402, 81.2%
USC00169357,31.5652,-91.4332,18.3,LA,VIDALIA NO 2,,15,-6,19521101-20121012, 85.0%,19821022-20121012, 74.7%,19971017-20121012, 67.2%
USC00169803,31.9622,-92.6561,48.8,LA,WINNFIELD 3 N,,15,-6,19561114-20201231, 85.2%,19881207-20201231, 74.8%,20041219-20201231, 58.4%
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,,15,-6,19560822-20201214, 88.7%,19881018-20201214, 82.2%,20041115-20201214, 75.0%
USC00170100,44.3738,-68.2591,143.3,ME,ACADIA NATIONAL PARK,,15,-5,19820907-20120704, 86.8%,19970805-20120704, 82.3%,20050118-20120704, 83.9%
USC00170200,47.0886,-69.0250,181.7,ME,ALLAGASH,,15,-5,19750821-20120507, 84.9%,19931228-20120507, 85.4%,20030303-20120507, 81.6%
USC00170273,44.3007,-69.7792,8.8,ME,AUGUSTA,,15,-5,19521001-20181025, 80.1%,19851013-20181025, 80.0%,20020419-20181025, 66.9%
USC00171472,46.6109,-69.5231,304.8,ME,CLAYTON LAKE,,15,-5,19480501-20110601, 84.7%,19791115-20110601, 73.9%,19950823-20110601, 66.9%
USC00172878,47.2386,-68.6120,185.9,ME,FORT KENT,,15,-5,19531016-20210201, 85.8%,19870610-20210201, 93.2%,20040406-20210201, 94.0%
USC00173250,46.1412,-68.7906,201.2,ME,GRAND LAKE MATAGAMON,,15,-5,19750911-20210202, 87.6%,19980523-20210202, 84.5%,20090927-20210202, 98.6%
USC00173261,45.1776,-67.7742,88.4,ME,GRAND LAKE STREAM,,15,-5,19480501-20210203, 87.5%,19840917-20210203, 89.7%,20021126-20210203, 87.1%
USC00173295,43.8925,-70.2544,115.2,ME,GRAY,74389,15,-5,20201121-20210222,100.0%,20210106-20210222, 97.9%,20210129-20210222, 96.0%
USC00173862,43.6476,-70.6750,92.7,ME,HOLLIS,,15,-5,20201007-20210205, 95.9%,20201206-20210205, 90.3%,20210105-20210205, 96.9%
USC00173944,46.2061,-67.8418,118.9,ME,HOULTON 5N,,15,-5,19850701-20150501, 92.6%,20000531-20150501, 91.6%,20071115-20150501, 99.3%
USC00174086,45.6260,-70.2460,370.0,ME,JACKMAN,,15,-5,19750923-20190619, 84.4%,19970805-20190619, 85.2%,20080712-20190619, 94.1%
USC00175285,44.5389,-67.8801,8.5,ME,MILBRIDGE,,15,-5,20100524-20210212, 98.0%,20151003-20210212, 97.2%,20180608-20210212, 95.8%
USC00175347,45.2563,-69.0101,128.0,ME,MILO,,15,-5,19750910-20120504, 91.7%,19940106-20120504, 93.0%,20030306-20120504, 91.5%
USC00176435,44.8785,-68.6688,17.7,ME,ORONO 2,,15,-5,19540801-20210201, 88.8%,19871101-20210201, 92.9%,20040617-20210201, 94.4%
USC00177255,44.1030,-69.1157,10.7,ME,ROCKLAND,,15,-5,19481201-20180526, 87.8%,19830829-20180526, 84.9%,20010110-20180526, 77.3%
USC00177336,44.4940,-70.6563,192.0,ME,RUMFORD 6SW,,15,-5,20090801-20190621, 92.3%,20140711-20190621, 90.9%,20161230-20190621, 82.0%
USC00177827,44.7638,-69.7194,50.3,ME,SKOWHEGAN,,15,-5,19480501-20181025, 88.0%,19830729-20181025, 80.8%,20010312-20181025, 72.1%
USC00178942,44.8834,-70.8619,446.5,ME,UPPER DAM,,15,-5,20140531-20180830, 96.5%,20160715-20180830, 93.4%,20170807-20180830, 89.2%
USW00013701,39.4716,-76.1697,17.4,MD,ABERDEEN PHILLIPS FLD,,15,-5,19480501-20210119, 41.4%,19840909-20210119, 59.5%,20021114-20210119, 50.5%
USC00180700,39.0302,-76.9315,44.2,MD,BELTSVILLE,,15,-5,19480501-20210101, 91.2%,19840831-20210101, 87.7%,20021101-20210101, 90.2%
USC00185934,39.7194,-76.8027,262.1,MD,MILLERS 4 NE,,15,-5,19880310-20210102, 89.6%,20040806-20210102, 92.9%,20121019-20210102, 87.5%
USC00188065,39.5099,-79.1401,455.7,MD,SAVAGE RIVER DAM,,15,-5,19490601-20170701, 76.7%,19830616-20170701, 64.4%,20000623-20170701, 56.6%
USC00200089,46.6448,-88.4812,399.3,MI,ALBERTA FORD FOR CENTER,,15,-5,19911101-20210203, 63.9%,20060618-20210203, 78.6%,20131011-20210203, 99.5%
USC00200146,43.3869,-84.6482,221.9,MI,ALMA,,15,-5,20201012-20210301, 82.3%,20201221-20210301, 77.5%,20210125-20210301, 97.2%
USC00200230,42.2981,-83.6639,247.8,MI,ANN ARBOR U OF MICH,,15,-5,19480701-20210201, 94.7%,19841016-20210201, 97.2%,20021209-20210201, 99.8%
USC00200662,44.9758,-85.1980,190.5,MI,BELLAIRE,,15,-5,19480701-20210202, 92.3%,19841017-20210202, 94.5%,20021210-20210202, 99.3%
USC00200766,46.8864,-87.8639,185.3,MI,BIG BAY 8 NW,,15,-5,19610427-20210202, 81.6%,19910316-20210202, 88.5%,20060223-20210202, 93.7%
USC00201088,46.5345,-89.1839,345.9,MI,BRUCE CROSSING,,15,-5,19780814-20210203, 79.3%,19991109-20210203, 80.0%,20100622-20210203, 96.8%
USC00201361,43.5861,-83.1805,212.8,MI,CASS CITY 1 SSW,,15,-5,19921103-20210211, 88.8%,20061223-20210211, 94.6%,20140117-20210211, 99.9%
USC00201486,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,,15,-5,19880802-20210201, 80.4%,20041101-20210201, 94.4%,20121217-20210201, 98.9%
USC00201680,41.9397,-85.0183,289.6,MI,COLDWTR WASTEWTR PLT,,15,-5,19400701-20210201, 73.5%,19801016-20210201, 73.4%,20001209-20210201, 75.8%
USC00201780,47.4679,-87.8671,190.5,MI,COPPER HARBOR FORT WILKINS,,15,-5,19480701-20210202, 75.9%,19841017-20210202, 63.7%,20021210-20210202, 76.9%
